chr	start	end	length	sequence	chip.sample001.tsv	chip.sample002.tsv	chip.sample003.tsv	chip.sample004.tsv	chip.sample005.tsv	chip.sample006.tsv	chip.sample007.tsv	chip.sample008.tsv	chip.sample009.tsv	chip.sample010.tsv
ENSG00000259511	15	84172489	84182234	9745	NA	0	0	0	0	0	0	0	0	1	5
ENSG00000259512	15	67627851	67629135	1284	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259513	15	60558079	60558401	322	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259514	15	76339608	76342063	2455	NA	0	0	0	1	2	3	1	0	0	0
ENSG00000259515	14	102933573	102937177	3604	NA	4	1	1	0	0	0	2	2	5	11
ENSG00000259516	15	35181798	35238197	56399	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259517	16	54245617	54270746	25129	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259518	15	82088593	82097694	9101	NA	0	1	0	0	0	0	0	1	1	0
ENSG00000259519	15	45170343	45199958	29615	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259520	15	45251579	45279251	27672	NA	1	2	0	2	2	1	3	2	9	11
ENSG00000259521	15	41016806	41027893	11087	NA	0	0	0	0	1	0	0	0	2	1
ENSG00000259522	14	24180394	24190416	10022	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259523	15	29822630	29824081	1451	NA	3	8	4	0	2	3	0	1	41	23
ENSG00000259525	14	103184203	103185039	836	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259527	15	87576928	87579866	2938	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259528	15	73255333	73256109	776	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259529	14	24151217	24167402	16185	NA	4	5	5	2	2	9	10	2	11	38
ENSG00000259530	15	61598513	61605241	6728	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259531	15	49365123	49366685	1562	NA	1	1	0	0	0	0	0	0	3	2
ENSG00000259532	15	70748931	70754177	5246	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259533	17	63885850	63886051	201	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259534	15	96448841	96449749	908	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259535	14	103148596	103149408	812	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000259536	15	40488040	40558019	69979	NA	0	0	0	0	2	1	1	0	3	4
ENSG00000259538	15	84412772	84421837	9065	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259539	15	45152663	45167526	14863	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259540	15	100558676	100559798	1122	NA	0	0	0	1	0	0	2	1	1	2
ENSG00000259541	11	120249758	120265932	16174	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259542	15	96393145	96405189	12044	NA	1	0	1	0	0	0	0	1	4	1
ENSG00000259543	15	81427447	81755217	327770	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259544	15	85726114	85727227	1113	NA	0	0	1	1	0	0	0	0	2	0
ENSG00000259545	15	49177609	49178741	1132	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259546	15	80896189	80948867	52678	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259547	15	41108877	41109178	301	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259548	15	79832465	79833554	1089	NA	0	0	0	0	0	0	0	2	2	1
ENSG00000259550	15	54320730	54321565	835	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259551	15	84500377	84502381	2004	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259553	15	101959847	101961408	1561	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259554	15	47274182	47275164	982	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259555	15	78625894	78628193	2299	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000259556	15	51919072	51930627	11555	NA	2	2	0	0	2	3	8	3	12	16
ENSG00000259557	15	62362028	62362331	303	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259558	15	60053203	60054092	889	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259560	15	87432057	87703852	271795	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259561	15	89704664	89705415	751	NA	0	0	0	0	0	0	0	0	1	9
ENSG00000259562	15	78290526	78291221	695	NA	7	5	1	5	17	21	14	11	20	24
ENSG00000259563	15	44516649	44517483	834	NA	1	1	0	1	1	0	1	0	2	2
ENSG00000259564	15	61834751	61852152	17401	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259565	15	76979244	76980451	1207	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000259569	15	88568286	88568562	276	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259570	15	84394511	84395514	1003	NA	0	0	0	0	1	0	1	0	12	3
ENSG00000259571	11	122115353	122116215	862	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259572	15	47803383	47846236	42853	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259573	15	59964941	59966084	1143	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259575	15	61211912	61214231	2319	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259577	15	52180092	52205874	25782	NA	0	0	1	5	10	11	3	4	5	9
ENSG00000259579	15	100716248	100828497	112249	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259580	15	39770558	39801333	30775	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259581	15	76258985	76261690	2705	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259582	15	97540596	97560702	20106	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259583	15	100892858	100919283	26425	NA	4	5	20	20	20	19	24	23	45	76
ENSG00000259584	15	40075203	40078704	3501	NA	0	0	0	0	0	1	0	1	5	7
ENSG00000259585	15	35298248	35299440	1192	NA	1	0	0	0	0	0	0	0	0	1
ENSG00000259586	15	100846603	100846767	164	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259587	15	35008468	35011191	2723	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000259588	15	47603879	47606352	2473	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259589	15	63675145	63713758	38613	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000259590	15	99395178	99396593	1415	NA	0	0	0	1	0	3	1	0	5	6
ENSG00000259591	15	60763905	60765625	1720	NA	2	0	0	0	0	0	0	0	0	0
ENSG00000259592	15	35121572	35122084	512	NA	0	1	0	1	0	0	0	0	0	1
ENSG00000259593	15	46341353	46341599	246	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259594	15	81554002	81696780	142778	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259595	15	44402684	44427144	24460	NA	0	0	0	0	0	2	4	4	2	3
ENSG00000259598	15	38524069	38534655	10586	NA	0	0	0	0	0	2	3	2	0	0
ENSG00000259600	15	58151032	58152513	1481	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259601	15	59871510	59873495	1985	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259602	15	48938235	48948031	9796	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259603	5	3596210	3600188	3978	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259604	15	100861842	100874369	12527	NA	0	0	0	0	0	0	0	0	1	2
ENSG00000259605	19	45764784	45769806	5022	NA	0	1	0	0	1	0	0	0	2	3
ENSG00000259607	8	29067278	29068454	1176	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259608	15	85958716	85958971	255	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259609	15	84053112	84080097	26985	NA	0	0	0	0	0	0	0	0	0	3
ENSG00000259610	15	81633886	81642190	8304	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000259611	15	98085626	98103712	18086	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259612	15	52937138	52938518	1380	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259614	15	96388213	96389056	843	NA	1	0	0	0	2	0	2	0	2	0
ENSG00000259615	15	89579764	89582297	2533	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259616	15	61298790	61635449	336659	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259617	15	40999273	41004865	5592	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000259618	15	50494017	50497080	3063	NA	1	0	1	1	2	2	1	0	2	8
ENSG00000259619	15	54048587	54050876	2289	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259620	15	86938796	86988426	49630	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259621	15	98880658	98893535	12877	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259622	15	82010211	82010607	396	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259623	17	41848517	41851447	2930	NA	30	24	46	61	122	55	59	62	249	158
ENSG00000259624	15	70768010	70778868	10858	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259626	15	58150634	58150962	328	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259627	15	63070024	63071911	1887	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259628	7	77043720	77198626	154906	NA	0	2	2	0	2	9	4	1	12	2
ENSG00000259630	15	85415227	85415633	406	NA	0	0	0	0	0	1	0	0	0	1
ENSG00000259631	8	122977025	122985629	8604	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000259632	15	51859184	51861293	2109	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259633	15	84255912	84256014	102	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259635	15	64701247	64719602	18355	NA	1	1	1	0	1	0	4	2	10	7
ENSG00000259636	15	86932879	86946331	13452	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259637	15	82531652	82534139	2487	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259639	15	35939166	36252257	313091	NA	0	0	0	1	0	1	1	0	0	0
ENSG00000259641	15	69592128	69695750	103622	NA	0	0	1	11	3	5	1	21	4	9
ENSG00000259642	15	79922770	79926993	4223	NA	14	24	21	20	20	26	17	15	65	49
ENSG00000259644	15	29728185	29729531	1346	NA	0	2	1	0	2	1	1	0	1	6
ENSG00000259645	15	69391191	69392149	958	NA	0	0	1	0	0	0	0	0	3	3
ENSG00000259646	15	101903153	101903204	51	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259647	15	30005442	30045848	40406	NA	0	1	1	0	0	0	0	0	0	2
ENSG00000259648	14	67614928	67616626	1698	NA	0	0	1	0	0	0	0	0	2	2
ENSG00000259649	15	80896190	80909777	13587	NA	2	0	0	0	0	0	0	0	3	3
ENSG00000259650	15	73335259	73342387	7128	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259651	15	58150274	58150563	289	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259652	15	77043679	77045160	1481	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259654	15	84685883	84686946	1063	NA	0	0	0	0	0	1	0	0	0	0
ENSG00000259655	15	99791126	99792847	1721	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259656	15	49101790	49103264	1474	NA	0	0	0	1	0	0	0	0	3	1
ENSG00000259657	15	59676756	59677321	565	NA	0	0	1	0	1	3	2	3	5	1
ENSG00000259658	15	101737098	101745710	8612	NA	1	4	3	4	14	9	17	1	31	18
ENSG00000259659	15	44557828	44559188	1360	NA	0	0	0	2	3	2	2	2	8	2
ENSG00000259660	15	101751031	101794302	43271	NA	1	3	1	1	3	3	9	14	11	10
ENSG00000259661	15	90920217	90921186	969	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259663	5	51372735	51383332	10597	NA	0	0	0	1	0	4	0	0	0	1
ENSG00000259664	15	97370370	97521811	151441	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259665	15	35081143	35081513	370	NA	0	0	0	0	0	0	0	0	2	0
ENSG00000259666	15	77641763	77652288	10525	NA	0	0	0	1	1	1	0	0	0	0
ENSG00000259668	15	51457285	51460582	3297	NA	5	7	3	4	6	6	8	8	35	19
ENSG00000259669	15	53947623	53976908	29285	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259670	15	48783189	48784121	932	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259671	15	58154959	58156061	1102	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259672	15	63098869	63110403	11534	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259673	15	67403618	67521844	118226	NA	12	10	24	16	30	31	27	25	124	99
ENSG00000259674	15	59406962	59408154	1192	NA	0	0	1	3	6	5	14	6	1	2
ENSG00000259675	15	61639348	61715171	75823	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000259676	15	88797412	88798734	1322	NA	0	0	0	0	0	0	1	0	0	1
ENSG00000259677	15	89876539	89877285	746	NA	0	0	1	1	1	6	0	3	3	4
ENSG00000259678	15	51414096	51498833	84737	NA	0	0	0	1	1	0	0	0	1	1
ENSG00000259680	16	33844783	33845229	446	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259681	15	45558597	45562877	4280	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000259682	15	64470252	64471364	1112	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259683	15	84389728	84395903	6175	NA	6	3	2	0	3	10	13	4	54	31
ENSG00000259684	15	50557600	50560500	2900	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259685	15	90102648	90133445	30797	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259686	15	33012118	33013068	950	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259687	14	75294403	75296638	2235	NA	0	1	2	2	0	1	0	0	6	3
ENSG00000259688	15	35396220	35396444	224	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259690	15	29373601	29376956	3355	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259691	15	73143235	73143518	283	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259692	15	81660481	81871125	210644	NA	0	0	1	0	1	0	0	0	0	8
ENSG00000259694	15	84171177	84173194	2017	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259695	15	101580892	101581556	664	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259696	15	31453200	31454139	939	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259697	15	62196144	62203318	7174	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259698	15	21019387	21020851	1464	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259699	15	89135546	89136495	949	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259700	15	48810700	48811909	1209	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259701	15	51278926	51280015	1089	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259702	15	96049274	96064426	15152	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259703	15	69835233	69843120	7887	NA	0	1	0	2	0	0	3	3	1	2
ENSG00000259704	15	90839723	90841378	1655	NA	0	2	1	0	0	2	1	0	1	4
ENSG00000259705	15	48645950	48652016	6066	NA	0	1	1	2	0	0	1	1	1	2
ENSG00000259706	15	99257631	99260015	2384	NA	1	1	1	1	0	1	1	1	4	5
ENSG00000259707	15	82691722	82692358	636	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259708	15	78250501	78264156	13655	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259709	15	52124560	52140246	15686	NA	0	0	0	0	0	5	0	3	2	8
ENSG00000259710	15	35282595	35282980	385	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259711	16	54934912	54954665	19753	NA	0	0	3	0	0	0	0	0	0	2
ENSG00000259712	15	52056674	52100523	43849	NA	0	0	0	1	1	3	3	1	2	1
ENSG00000259713	15	89518522	89591956	73434	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259715	15	50359449	50360194	745	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259717	14	103120846	103123007	2161	NA	0	1	3	0	1	1	0	0	12	2
ENSG00000259719	14	56310879	56345001	34122	NA	0	0	1	0	0	0	0	0	4	1
ENSG00000259720	15	31002012	31042302	40290	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000259721	15	32717269	32719007	1738	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259722	15	77204577	77205100	523	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259723	20	53453057	53504314	51257	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000259724	15	93905404	94107938	202534	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259725	16	54937785	54938671	886	NA	0	0	0	0	0	0	0	0	2	1
ENSG00000259726	15	84186751	84197384	10633	NA	0	0	2	1	3	2	8	2	31	56
ENSG00000259727	15	62895811	62899543	3732	NA	0	0	0	2	0	0	0	0	0	0
ENSG00000259728	15	84570648	84580175	9527	NA	0	2	4	3	3	3	1	1	20	15
ENSG00000259730	15	47944043	47949509	5466	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000259731	15	38756551	38759413	2862	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259732	15	59121033	59133250	12217	NA	0	0	0	1	3	0	1	0	3	4
ENSG00000259734	15	86630265	86631136	871	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259735	15	59348647	59359889	11242	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259736	15	90620006	90717141	97135	NA	0	0	0	0	1	1	0	0	0	2
ENSG00000259737	15	36438971	36471016	32045	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259738	15	58865005	58865303	298	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259740	15	47525168	47527756	2588	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259742	15	44914801	44930622	15821	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259743	15	46099192	46100392	1200	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259744	15	70848882	70849770	888	NA	1	0	0	0	0	2	0	0	6	9
ENSG00000259746	15	90634724	90635033	309	NA	0	1	2	0	0	0	0	0	0	1
ENSG00000259747	15	38671846	38689191	17345	NA	0	0	0	2	1	1	2	4	1	1
ENSG00000259749	15	30005204	30006430	1226	NA	0	0	3	0	0	0	0	0	5	2
ENSG00000259750	15	59401220	59402004	784	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259751	15	34849136	34850395	1259	NA	0	0	0	0	0	1	0	0	2	0
ENSG00000259752	15	47133651	47134026	375	NA	0	1	0	0	0	0	0	0	0	0
ENSG00000259753	17	47253896	47344292	90396	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259754	15	47884309	48049112	164803	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259755	15	101050731	101086066	35335	NA	0	2	0	0	0	0	0	0	0	1
ENSG00000259756	15	62682915	62690448	7533	NA	0	1	0	0	0	0	0	0	0	0
ENSG00000259757	5	2736661	2737759	1098	NA	0	1	0	0	0	1	0	0	2	1
ENSG00000259759	16	54239692	54240654	962	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259760	15	99396612	99401315	4703	NA	0	0	0	1	0	4	0	1	6	3
ENSG00000259761	15	87042053	87047161	5108	NA	0	0	0	0	0	0	0	0	2	2
ENSG00000259762	15	85750335	85752901	2566	NA	0	0	0	0	0	1	1	0	2	2
ENSG00000259763	15	96235784	96236703	919	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259764	15	101334436	101337428	2992	NA	0	0	0	0	0	0	1	1	0	0
ENSG00000259767	15	83022235	83024336	2101	NA	0	0	1	1	3	2	4	2	7	5
ENSG00000259768	16	72665169	72791624	126455	NA	4	6	9	12	28	17	34	43	67	46
ENSG00000259769	15	20046295	20047994	1699	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259770	15	79944497	79945578	1081	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000259771	15	59266719	59271162	4443	NA	0	0	0	1	0	0	4	4	0	2
ENSG00000259772	15	31221998	31230838	8840	NA	1	6	7	30	43	12	76	55	27	23
ENSG00000259773	15	50746708	50749829	3121	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259774	15	84422617	84425882	3265	NA	2	3	1	0	4	1	0	0	10	9
ENSG00000259775	14	103331673	103332367	694	NA	0	5	3	0	4	1	1	5	8	14
ENSG00000259776	1	239247807	239250818	3011	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259779	18	74409414	74413209	3795	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259780	16	2235688	2236913	1225	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259781	15	71164769	71165415	646	NA	11	12	29	46	89	22	100	107	128	138
ENSG00000259782	16	23446445	23447282	837	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000259783	15	72608480	72636919	28439	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259784	16	2513964	2527955	13991	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259786	5	29143502	29217115	73613	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259788	1	162560226	162561308	1082	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259789	14	90489011	90491637	2626	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259790	15	75321396	75322693	1297	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259791	16	35640028	35640582	554	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259792	15	77993404	77995289	1885	NA	3	1	0	1	0	1	0	1	40	10
ENSG00000259793	2	233351131	233353416	2285	NA	0	0	0	1	11	5	4	4	3	0
ENSG00000259797	16	68316800	68319036	2236	NA	0	0	0	0	0	0	3	1	3	1
ENSG00000259798	16	71113351	71114000	649	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259799	11	69155909	69159752	3843	NA	0	1	1	1	1	3	2	2	9	10
ENSG00000259800	16	33130234	33130442	208	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259802	5	10352700	10353601	901	NA	1	1	2	5	0	2	1	4	12	4
ENSG00000259803	16	89195760	89201664	5904	NA	134	339	212	8	12	8	7	2	767	791
ENSG00000259804	16	67561410	67562309	899	NA	0	1	1	1	5	7	8	4	7	3
ENSG00000259805	15	82925883	83103443	177560	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259807	16	29217169	29220031	2862	NA	1	0	1	1	1	0	7	3	4	4
ENSG00000259810	16	31788201	31790993	2792	NA	0	0	0	0	3	3	2	1	0	2
ENSG00000259813	16	88696500	88698610	2110	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259814	15	29609675	29611212	1537	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259815	1	208626740	208628085	1345	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259817	16	73812620	73816054	3434	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259818	1	53220662	53224253	3591	NA	1	0	1	0	0	0	0	1	0	1
ENSG00000259819	16	8369863	8376276	6413	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259820	8	134792019	134798272	6253	NA	22	35	29	17	72	71	122	90	727	361
ENSG00000259821	16	47004512	47035385	30873	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259822	16	32278865	32279115	250	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259823	1	248718648	248755739	37091	NA	0	0	0	1	1	0	2	2	0	0
ENSG00000259826	7	39947521	39949755	2234	NA	4	4	4	4	16	6	10	6	14	16
ENSG00000259827	16	56682469	56687807	5338	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259828	6	141447010	141451006	3996	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259831	13	110809675	110813084	3409	NA	0	0	0	0	2	0	1	1	0	0
ENSG00000259832	1	46967678	46967874	196	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000259833	16	71080865	71093667	12802	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259834	1	110653559	110657040	3481	NA	52	76	115	241	411	350	273	238	331	267
ENSG00000259836	16	35489236	35490212	976	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259837	18	926082	927993	1911	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259838	15	41557026	41557435	409	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000259839	16	49336682	49337345	663	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259840	16	710745	711277	532	NA	0	0	1	0	0	0	0	0	0	6
ENSG00000259841	16	35363411	35390584	27173	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259842	16	33949975	33950420	445	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259843	16	50046428	50066224	19796	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259844	16	60654234	60656649	2415	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259845	15	30815270	30844153	28883	NA	1	0	0	0	1	4	1	4	0	5
ENSG00000259846	16	64364780	64600247	235467	NA	0	0	0	2	0	0	0	0	0	0
ENSG00000259847	16	65141755	65176713	34958	NA	3	2	2	1	0	0	2	2	8	6
ENSG00000259848	2	94867485	94947341	79856	NA	4	18	18	23	26	0	37	12	115	47
ENSG00000259849	X	26558336	26561052	2716	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259852	16	32978460	32978891	431	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259854	11	69414306	69416832	2526	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259855	2	216995905	216996490	585	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259856	16	46626403	46626992	589	NA	0	0	1	2	0	2	0	0	2	1
ENSG00000259859	16	64735924	64736804	880	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259861	5	6030034	6030841	807	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259862	12	130249678	130266725	17047	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259863	2	109127326	109128930	1604	NA	2	5	9	4	3	2	3	0	17	15
ENSG00000259864	16	63703482	63703665	183	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259865	1	247187280	247188526	1246	NA	63	71	74	121	289	249	198	121	446	249
ENSG00000259866	16	47561306	47562480	1174	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259867	16	80155052	80563135	408083	NA	1	0	0	0	0	1	2	1	1	1
ENSG00000259868	14	55896546	55962970	66424	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259869	10	42751177	42752145	968	NA	0	1	2	2	0	0	1	0	8	5
ENSG00000259870	15	97876288	97878386	2098	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259871	16	19315163	19316526	1363	NA	1	1	0	0	0	1	0	0	3	5
ENSG00000259873	16	82434827	82435381	554	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259874	16	31870886	31871124	238	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259876	16	12556352	12557694	1342	NA	0	0	0	0	0	0	1	0	1	0
ENSG00000259877	16	89215210	89217653	2443	NA	18	14	26	23	74	39	41	33	131	78
ENSG00000259878	15	62230383	62231895	1512	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259881	16	88881037	88887136	6099	NA	5	4	0	3	8	17	16	8	12	12
ENSG00000259882	16	33577501	33622547	45046	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000259883	15	41921416	41928883	7467	NA	0	0	0	1	1	1	3	0	3	2
ENSG00000259884	12	52058458	52059503	1045	NA	7	12	25	15	0	55	41	6	140	3
ENSG00000259887	12	51848222	51852729	4507	NA	2	0	1	0	2	3	5	0	7	1
ENSG00000259888	16	24610265	24640957	30692	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259889	2	239734955	239735538	583	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259890	15	30567821	30571089	3268	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000259891	8	140505812	140508043	2231	NA	16	6	11	19	22	24	23	17	65	46
ENSG00000259892	15	34555869	34556820	951	NA	0	0	0	0	0	0	0	0	0	0
